APVYCA	34.49965	-117.19014
APVYMN	44.73313	-93.23832
APVYUT	37.10232	-113.12859
AQPRON	45.54887	-78.59953
ARABAL	34.39313	-86.50092
ARABOH	38.65731	-82.46522
ARARNC	36.33949	-80.62429
ARBAVU	31.01779	-73.08290
ARBCCA	39.01732	-122.05724
ARBGWV	38.78986	-81.12662
ARBKPQ	46.03937	-71.91614
ARBLMO	40.45600	-92.00857
ARBNID	42.45952	-112.56689
ARBOPR	18.46706	-66.73205
ARBTMD	39.26100	-76.68928
ARCDCA	34.13131	-118.03076
ARCDFL	27.21407	-81.84295
ARCDIA	42.08619	-95.03831
ARCDKS	37.64351	-94.62706
ARCDLA	32.35613	-92.97197
ARCDNE	41.42585	-99.12302
ARCDNY	42.53398	-78.43227
ARCDOH	41.10925	-83.50945
ARCDOK	35.66275	-97.32563
ARCDWI	44.24914	-91.49788
ARCHFL	29.53156	-82.52137
ARCHIA	43.11701	-95.73994
ARCHMO	38.48229	-94.35102
ARCHNE	41.16764	-98.14438
ARCHNM	34.15770	-103.28448
ARCHOH	41.52068	-84.30467
ARCHSK	52.30263	-103.83468
ARCLIL	39.68458	-88.30643
ARCLIN	41.09883	-85.29471
ARCLMO	37.54977	-93.88354
ARCLSK	49.63112	-102.26534
ARCLTX	29.51221	-95.45858
ARCLVA	38.95577	-77.58276
ARCNOH	39.99164	-84.55432
ARCOID	43.63402	-113.30172
ARCOMN	44.38385	-96.18046
ARCTCA	40.87210	-124.08438
ARCTNS	45.51908	-61.02506
ARCYKS	37.05969	-97.03759
ARDANY	43.12662	-77.04173
ARDLIA	42.83525	-93.00113
ARDLPQ	45.97377	-74.63489
ARDNMB	50.28163	-99.26961
ARDNNC	35.46462	-82.50924
ARDNON	44.71865	-76.92415
ARDRAB	51.29402	-114.01837
ARENWI	43.16526	-89.91898
ARFDPQ	48.24061	-79.12425
ARFDSK	53.35629	-104.00923
ARGNKS	37.26486	-97.76772
ARGNWI	45.65823	-88.87656
ARGRCA	35.12005	-120.59140
ARGSIN	41.24074	-86.24178
ARGTIL	39.98447	-88.82232
ARGVBC	49.05731	-122.46578
ARGYIA	40.53203	-91.56870
ARGYMN	48.33414	-96.81630
ARGYMO	38.29407	-92.02215
ARGYNS	43.79234	-65.84668
ARGYNY	43.23647	-73.48988
ARGYTX	33.12451	-97.18239
ARGYWI	42.70066	-89.86550
ARHDCA	34.25019	-117.19825
ARISIA	40.94866	-94.21605
ARITAL	31.60110	-85.72119
ARKDAR	34.11881	-93.05562
ARKNON	43.07436	-81.83675
ARKNWI	44.63150	-92.03134
ARLEMT	47.16685	-114.08222
ARLHIL	42.08543	-87.98404
ARLTWA	47.29098	-122.66326
ARMAKS	37.54887	-94.70351
ARMDMI	42.84378	-82.88283
ARMGMD	39.13941	-76.52788
ARMNSC	34.70738	-81.20750
ARMOSD	43.32019	-98.34911
ARMRAL	34.99012	-86.84153
ARMROK	34.17943	-97.16065
ARMRPA	39.98973	-75.25784
ARMRSD	43.02240	-103.65683
ARMSBC	50.45126	-119.19891
ARMSCA	36.88046	-121.63375
ARMSIA	43.39437	-94.47769
ARMSIL	40.30655	-87.87472
ARMSMO	39.26845	-92.70159
ARMSON	50.29039	-89.05221
ARMSTX	26.91806	-97.78838
ARNDKY	37.35933	-82.79434
ARNGND	47.80943	-103.43797
ARNLCA	38.25460	-120.35039
ARNLNE	41.42243	-100.19010
ARNTOK	36.13388	-99.77377
ARNTTX	33.46673	-102.33111
ARNYAL	34.19126	-86.07749
ARP TX	32.22769	-95.05085
ARPHNE	40.30451	-99.89917
ARPKIA	43.37182	-95.12197
ARPRON	45.43268	-76.34919
ARPSTX	27.90910	-97.15954
ARPTNY	42.39459	-77.69774
ARRKMO	39.06560	-92.95163
ARRTVA	36.60044	-80.50845
ARRWIL	40.45244	-88.62952
ARRYPR	17.98063	-66.06470
ARSNCA	40.45263	-122.29601
ARSNGA	32.34234	-81.88651
ARSNIN	40.10514	-85.67805
ARSNMO	36.64793	-94.45101
ARSNNC	36.26760	-79.34586
ARSNSC	34.43949	-82.61135
ARSNTX	30.49365	-95.99216
ARTHIA	42.33575	-95.34547
ARTHIL	39.71368	-88.47257
ARTHND	47.10904	-97.22047
ARTHNE	41.56957	-101.68999
ARTHOH	41.19093	-84.35544
ARTHON	43.83501	-80.53303
ARTNAL	32.06477	-87.57452
ARTNCA	33.92437	-117.43975
ARTNGA	31.44266	-84.72601
ARTNIA	42.74842	-91.67774
ARTNIN	39.64235	-85.57585
ARTNKS	37.90148	-98.18216
ARTNKY	36.78255	-89.00589
ARTNMA	42.41502	-71.15508
ARTNMN	44.60789	-94.08037
ARTNNE	41.45702	-96.35080
ARTNOH	40.89305	-83.64967
ARTNOR	45.71251	-120.20148
ARTNSD	44.36350	-97.13453
ARTNTN	35.28741	-89.67663
ARTNTX	32.73984	-97.11142
ARTNVA	38.88430	-77.09567
ARTNVT	43.07321	-73.15739
ARTNWA	48.19771	-122.12665
ARTSCA	33.86484	-118.08243
ARTSMS	33.35996	-88.63218
ARTSNM	32.84447	-104.43889
ARTSSD	44.00820	-97.92257
ARVAWV	38.43261	-79.81897
ARVDCO	39.80113	-105.08035
ARVDWY	44.65659	-106.13178
ARVGAK	68.13640	-145.51428
ARVGNY	41.12555	-73.71553
ARVLIL	39.87730	-90.37601
ARVLLA	30.40121	-91.93448
ARVLPA	39.81780	-76.38624
ARVNCA	35.20856	-118.82828
ARVNVA	37.68271	-78.34842
ARVTVU	39.76553	-83.76851
ARWLTX	28.28215	-99.28207
ARZITN	35.85121	-85.51567
ASBGOH	41.77735	-80.85194
ASBNGA	31.70670	-83.65287
ASBNVA	39.04236	-77.48488
ASBONC	35.70579	-79.81615
ASBRMO	37.27331	-94.60747
ASBRTN	35.40626	-85.97584
ASBRTX	33.28205	-102.26710
ASBSPQ	45.77672	-71.94027
ASBSPR	18.25387	-66.10327
ASBYNC	36.47419	-80.45211
ASCFBC	50.72416	-121.28525
ASCYTN	36.27546	-87.06392
ASFDMA	42.52703	-72.79514
ASFDWA	46.75740	-122.04608
ASFKAZ	35.22414	-112.48249
ASFKNY	44.44033	-73.67617
ASFLAR	36.22487	-91.60694
ASFRAL	31.22518	-85.39357
ASGVMO	37.31207	-93.58648
ASHBMA	42.67852	-71.82111
ASHBMN	46.09506	-95.81581
ASHBNE	42.02239	-101.92724
ASHDAR	33.67402	-94.12824
ASHKIL	40.87758	-87.95684
ASHLSC	34.30887	-80.95502
